m,n,k,lda,ldb,ldc,offa,offb,offc,alpha,beta,order,transa,transb,side,uplo,diag,function,device,library,numQueues,label,GFLOPS
4128,4128,4128,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,dgemm,gpu,clblas,1,dgemm_col_nt_fijinano_1520,468.56
4160,4160,4160,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,dgemm,gpu,clblas,1,dgemm_col_nt_fijinano_1520,470.986
4192,4192,4192,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,dgemm,gpu,clblas,1,dgemm_col_nt_fijinano_1520,468.34
4224,4224,4224,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,dgemm,gpu,clblas,1,dgemm_col_nt_fijinano_1520,471.605
4256,4256,4256,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,dgemm,gpu,clblas,1,dgemm_col_nt_fijinano_1520,466.997
4288,4288,4288,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,dgemm,gpu,clblas,1,dgemm_col_nt_fijinano_1520,472.334
4320,4320,4320,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,dgemm,gpu,clblas,1,dgemm_col_nt_fijinano_1520,454.612
4352,4352,4352,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,dgemm,gpu,clblas,1,dgemm_col_nt_fijinano_1520,473.338
4384,4384,4384,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,dgemm,gpu,clblas,1,dgemm_col_nt_fijinano_1520,469.383
4416,4416,4416,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,dgemm,gpu,clblas,1,dgemm_col_nt_fijinano_1520,474.496
4448,4448,4448,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,dgemm,gpu,clblas,1,dgemm_col_nt_fijinano_1520,470.206
4480,4480,4480,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,dgemm,gpu,clblas,1,dgemm_col_nt_fijinano_1520,475.792
4512,4512,4512,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,dgemm,gpu,clblas,1,dgemm_col_nt_fijinano_1520,470.1
4544,4544,4544,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,dgemm,gpu,clblas,1,dgemm_col_nt_fijinano_1520,476.957
4576,4576,4576,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,dgemm,gpu,clblas,1,dgemm_col_nt_fijinano_1520,469.829
4608,4608,4608,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,dgemm,gpu,clblas,1,dgemm_col_nt_fijinano_1520,478.697
4640,4640,4640,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,dgemm,gpu,clblas,1,dgemm_col_nt_fijinano_1520,457.665
4672,4672,4672,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,dgemm,gpu,clblas,1,dgemm_col_nt_fijinano_1520,474.469
4704,4704,4704,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,dgemm,gpu,clblas,1,dgemm_col_nt_fijinano_1520,470.294
4736,4736,4736,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,dgemm,gpu,clblas,1,dgemm_col_nt_fijinano_1520,476.366
4768,4768,4768,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,dgemm,gpu,clblas,1,dgemm_col_nt_fijinano_1520,470.72
4800,4800,4800,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,dgemm,gpu,clblas,1,dgemm_col_nt_fijinano_1520,478.014
4832,4832,4832,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,dgemm,gpu,clblas,1,dgemm_col_nt_fijinano_1520,469.845
4864,4864,4864,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,dgemm,gpu,clblas,1,dgemm_col_nt_fijinano_1520,474.922
4896,4896,4896,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,dgemm,gpu,clblas,1,dgemm_col_nt_fijinano_1520,470.549
4928,4928,4928,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,dgemm,gpu,clblas,1,dgemm_col_nt_fijinano_1520,476.999
4960,4960,4960,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,dgemm,gpu,clblas,1,dgemm_col_nt_fijinano_1520,454.416
4992,4992,4992,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,dgemm,gpu,clblas,1,dgemm_col_nt_fijinano_1520,474.149
5024,5024,5024,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,dgemm,gpu,clblas,1,dgemm_col_nt_fijinano_1520,469.952
5056,5056,5056,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,dgemm,gpu,clblas,1,dgemm_col_nt_fijinano_1520,476.613
5088,5088,5088,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,dgemm,gpu,clblas,1,dgemm_col_nt_fijinano_1520,469.82
5120,5120,5120,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,dgemm,gpu,clblas,1,dgemm_col_nt_fijinano_1520,478.929
5152,5152,5152,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,dgemm,gpu,clblas,1,dgemm_col_nt_fijinano_1520,469.876
5184,5184,5184,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,dgemm,gpu,clblas,1,dgemm_col_nt_fijinano_1520,476.077
5216,5216,5216,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,dgemm,gpu,clblas,1,dgemm_col_nt_fijinano_1520,470.222
5248,5248,5248,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,dgemm,gpu,clblas,1,dgemm_col_nt_fijinano_1520,474.855
5280,5280,5280,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,dgemm,gpu,clblas,1,dgemm_col_nt_fijinano_1520,457.659
5312,5312,5312,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,dgemm,gpu,clblas,1,dgemm_col_nt_fijinano_1520,477.576
5344,5344,5344,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,dgemm,gpu,clblas,1,dgemm_col_nt_fijinano_1520,470.947
5376,5376,5376,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,dgemm,gpu,clblas,1,dgemm_col_nt_fijinano_1520,475.983
5408,5408,5408,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,dgemm,gpu,clblas,1,dgemm_col_nt_fijinano_1520,470.102
5440,5440,5440,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,dgemm,gpu,clblas,1,dgemm_col_nt_fijinano_1520,478.681
5472,5472,5472,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,dgemm,gpu,clblas,1,dgemm_col_nt_fijinano_1520,470.904
5504,5504,5504,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,dgemm,gpu,clblas,1,dgemm_col_nt_fijinano_1520,477.53
5536,5536,5536,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,dgemm,gpu,clblas,1,dgemm_col_nt_fijinano_1520,470.762
5568,5568,5568,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,dgemm,gpu,clblas,1,dgemm_col_nt_fijinano_1520,476.448
5600,5600,5600,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,dgemm,gpu,clblas,1,dgemm_col_nt_fijinano_1520,455.526
5632,5632,5632,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,dgemm,gpu,clblas,1,dgemm_col_nt_fijinano_1520,479.392
5696,5696,5696,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,dgemm,gpu,clblas,1,dgemm_col_nt_fijinano_1520,478.471
