m,n,k,lda,ldb,ldc,offa,offb,offc,alpha,beta,order,transa,transb,side,uplo,diag,function,device,library,numQueues,label,GFLOPS
3936,3936,3936,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,zgemm,gpu,clblas,1,zgemm_col_nt_fijinano_1520,480.02
3968,3968,3968,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,zgemm,gpu,clblas,1,zgemm_col_nt_fijinano_1520,473.043
4000,4000,4000,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,zgemm,gpu,clblas,1,zgemm_col_nt_fijinano_1520,479.627
4032,4032,4032,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,zgemm,gpu,clblas,1,zgemm_col_nt_fijinano_1520,472.901
4064,4064,4064,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,zgemm,gpu,clblas,1,zgemm_col_nt_fijinano_1520,479.464
4096,4096,4096,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,zgemm,gpu,clblas,1,zgemm_col_nt_fijinano_1520,480.308
4128,4128,4128,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,zgemm,gpu,clblas,1,zgemm_col_nt_fijinano_1520,479.546
4160,4160,4160,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,zgemm,gpu,clblas,1,zgemm_col_nt_fijinano_1520,473.493
4192,4192,4192,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,zgemm,gpu,clblas,1,zgemm_col_nt_fijinano_1520,479.867
4224,4224,4224,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,zgemm,gpu,clblas,1,zgemm_col_nt_fijinano_1520,474.024
4256,4256,4256,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,zgemm,gpu,clblas,1,zgemm_col_nt_fijinano_1520,480.363
4288,4288,4288,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,zgemm,gpu,clblas,1,zgemm_col_nt_fijinano_1520,474.749
4320,4320,4320,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,zgemm,gpu,clblas,1,zgemm_col_nt_fijinano_1520,481.049
4352,4352,4352,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,zgemm,gpu,clblas,1,zgemm_col_nt_fijinano_1520,475.613
4384,4384,4384,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,zgemm,gpu,clblas,1,zgemm_col_nt_fijinano_1520,480.277
4416,4416,4416,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,zgemm,gpu,clblas,1,zgemm_col_nt_fijinano_1520,476.714
4448,4448,4448,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,zgemm,gpu,clblas,1,zgemm_col_nt_fijinano_1520,481.331
4480,4480,4480,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,zgemm,gpu,clblas,1,zgemm_col_nt_fijinano_1520,477.911
4512,4512,4512,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,zgemm,gpu,clblas,1,zgemm_col_nt_fijinano_1520,480.977
4544,4544,4544,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,zgemm,gpu,clblas,1,zgemm_col_nt_fijinano_1520,479.296
4576,4576,4576,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,zgemm,gpu,clblas,1,zgemm_col_nt_fijinano_1520,480.836
4608,4608,4608,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,zgemm,gpu,clblas,1,zgemm_col_nt_fijinano_1520,480.697
4640,4640,4640,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,zgemm,gpu,clblas,1,zgemm_col_nt_fijinano_1520,480.873
4672,4672,4672,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,zgemm,gpu,clblas,1,zgemm_col_nt_fijinano_1520,476.518
4704,4704,4704,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,zgemm,gpu,clblas,1,zgemm_col_nt_fijinano_1520,479.683
4736,4736,4736,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,zgemm,gpu,clblas,1,zgemm_col_nt_fijinano_1520,478.089
4768,4768,4768,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,zgemm,gpu,clblas,1,zgemm_col_nt_fijinano_1520,481.439
4800,4800,4800,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,zgemm,gpu,clblas,1,zgemm_col_nt_fijinano_1520,479.959
4832,4832,4832,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,zgemm,gpu,clblas,1,zgemm_col_nt_fijinano_1520,480.616
4864,4864,4864,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,zgemm,gpu,clblas,1,zgemm_col_nt_fijinano_1520,476.623
4896,4896,4896,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,zgemm,gpu,clblas,1,zgemm_col_nt_fijinano_1520,481.322
4928,4928,4928,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,zgemm,gpu,clblas,1,zgemm_col_nt_fijinano_1520,478.839
4960,4960,4960,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,zgemm,gpu,clblas,1,zgemm_col_nt_fijinano_1520,472.755
4992,4992,4992,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,zgemm,gpu,clblas,1,zgemm_col_nt_fijinano_1520,467.832
5024,5024,5024,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,zgemm,gpu,clblas,1,zgemm_col_nt_fijinano_1520,470.144
