m,n,k,lda,ldb,ldc,offa,offb,offc,alpha,beta,order,transa,transb,side,uplo,diag,function,device,library,numQueues,label,GFLOPS
1120,1120,1120,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,sgemm,gpu,cublas,1,K40,2402.63
1128,1128,1128,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,sgemm,gpu,cublas,1,K40,2443.66
1136,1136,1136,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,sgemm,gpu,cublas,1,K40,2484.06
1144,1144,1144,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,sgemm,gpu,cublas,1,K40,2502.6
1152,1152,1152,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,sgemm,gpu,cublas,1,K40,2691.61
1160,1160,1160,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,sgemm,gpu,cublas,1,K40,2420.8
1168,1168,1168,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,sgemm,gpu,cublas,1,K40,2463.91
1176,1176,1176,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,sgemm,gpu,cublas,1,K40,2485.45
1184,1184,1184,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,sgemm,gpu,cublas,1,K40,2540.62
1192,1192,1192,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,sgemm,gpu,cublas,1,K40,2512.77
1200,1200,1200,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,sgemm,gpu,cublas,1,K40,2547.92
1208,1208,1208,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,sgemm,gpu,cublas,1,K40,2542.77
1216,1216,1216,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,sgemm,gpu,cublas,1,K40,2619.32
1224,1224,1224,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,sgemm,gpu,cublas,1,K40,2435.93
1232,1232,1232,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,sgemm,gpu,cublas,1,K40,2485.57
1240,1240,1240,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,sgemm,gpu,cublas,1,K40,2529.47
1248,1248,1248,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,sgemm,gpu,cublas,1,K40,2567.04
1256,1256,1256,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,sgemm,gpu,cublas,1,K40,2583.41
1264,1264,1264,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,sgemm,gpu,cublas,1,K40,2644.8
1272,1272,1272,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,sgemm,gpu,cublas,1,K40,2638.76
1280,1280,1280,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,sgemm,gpu,cublas,1,K40,3001.66
1288,1288,1288,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,sgemm,gpu,cublas,1,K40,2594.52
1296,1296,1296,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,sgemm,gpu,cublas,1,K40,2634.01
1304,1304,1304,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,sgemm,gpu,cublas,1,K40,2657.25
1312,1312,1312,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,sgemm,gpu,cublas,1,K40,2717.76
1320,1320,1320,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,sgemm,gpu,cublas,1,K40,2730.76
1328,1328,1328,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,sgemm,gpu,cublas,1,K40,2783.09
1336,1336,1336,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,sgemm,gpu,cublas,1,K40,2814.94
1344,1344,1344,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,sgemm,gpu,cublas,1,K40,2607.29
1352,1352,1352,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,sgemm,gpu,cublas,1,K40,2580.68
1360,1360,1360,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,sgemm,gpu,cublas,1,K40,2654.62
1368,1368,1368,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,sgemm,gpu,cublas,1,K40,2659.48
1376,1376,1376,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,sgemm,gpu,cublas,1,K40,2730.85
1384,1384,1384,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,sgemm,gpu,cublas,1,K40,2731.84
1392,1392,1392,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,sgemm,gpu,cublas,1,K40,2771.63
1400,1400,1400,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,sgemm,gpu,cublas,1,K40,2810.81
1408,1408,1408,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,sgemm,gpu,cublas,1,K40,2819.08
1416,1416,1416,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,sgemm,gpu,cublas,1,K40,2624.71
1424,1424,1424,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,sgemm,gpu,cublas,1,K40,2648.2
1432,1432,1432,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,sgemm,gpu,cublas,1,K40,2662.29
1440,1440,1440,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,sgemm,gpu,cublas,1,K40,2725.92
1448,1448,1448,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,sgemm,gpu,cublas,1,K40,2716.62
1456,1456,1456,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,sgemm,gpu,cublas,1,K40,2778.05
1464,1464,1464,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,sgemm,gpu,cublas,1,K40,2793.76
1472,1472,1472,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,sgemm,gpu,cublas,1,K40,2832.67
1480,1480,1480,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,sgemm,gpu,cublas,1,K40,2645.13
