m,n,k,lda,ldb,ldc,offa,offb,offc,alpha,beta,order,transa,transb,side,uplo,diag,function,device,library,label,GFLOPS
1352,1352,1352,0,0,0,0,0,0,1.0,1.0,column,none,transpose,left,upper,unit,sgemm,gpu,clblas,S9150_14.50.2,1187.27
1360,1360,1360,0,0,0,0,0,0,1.0,1.0,column,none,transpose,left,upper,unit,sgemm,gpu,clblas,S9150_14.50.2,1618.79
1368,1368,1368,0,0,0,0,0,0,1.0,1.0,column,none,transpose,left,upper,unit,sgemm,gpu,clblas,S9150_14.50.2,1175.5
1376,1376,1376,0,0,0,0,0,0,1.0,1.0,column,none,transpose,left,upper,unit,sgemm,gpu,clblas,S9150_14.50.2,2113.03
1384,1384,1384,0,0,0,0,0,0,1.0,1.0,column,none,transpose,left,upper,unit,sgemm,gpu,clblas,S9150_14.50.2,1157.17
1392,1392,1392,0,0,0,0,0,0,1.0,1.0,column,none,transpose,left,upper,unit,sgemm,gpu,clblas,S9150_14.50.2,1621.39
1400,1400,1400,0,0,0,0,0,0,1.0,1.0,column,none,transpose,left,upper,unit,sgemm,gpu,clblas,S9150_14.50.2,1138.26
1408,1408,1408,0,0,0,0,0,0,1.0,1.0,column,none,transpose,left,upper,unit,sgemm,gpu,clblas,S9150_14.50.2,3177.43
1416,1416,1416,0,0,0,0,0,0,1.0,1.0,column,none,transpose,left,upper,unit,sgemm,gpu,clblas,S9150_14.50.2,1124.45
1424,1424,1424,0,0,0,0,0,0,1.0,1.0,column,none,transpose,left,upper,unit,sgemm,gpu,clblas,S9150_14.50.2,1607.43
1432,1432,1432,0,0,0,0,0,0,1.0,1.0,column,none,transpose,left,upper,unit,sgemm,gpu,clblas,S9150_14.50.2,1116.46
1440,1440,1440,0,0,0,0,0,0,1.0,1.0,column,none,transpose,left,upper,unit,sgemm,gpu,clblas,S9150_14.50.2,3064.18
1448,1448,1448,0,0,0,0,0,0,1.0,1.0,column,none,transpose,left,upper,unit,sgemm,gpu,clblas,S9150_14.50.2,1278.62
1456,1456,1456,0,0,0,0,0,0,1.0,1.0,column,none,transpose,left,upper,unit,sgemm,gpu,clblas,S9150_14.50.2,1617.07
1464,1464,1464,0,0,0,0,0,0,1.0,1.0,column,none,transpose,left,upper,unit,sgemm,gpu,clblas,S9150_14.50.2,1267.11
1472,1472,1472,0,0,0,0,0,0,1.0,1.0,column,none,transpose,left,upper,unit,sgemm,gpu,clblas,S9150_14.50.2,2990.14
1480,1480,1480,0,0,0,0,0,0,1.0,1.0,column,none,transpose,left,upper,unit,sgemm,gpu,clblas,S9150_14.50.2,1246.7
1488,1488,1488,0,0,0,0,0,0,1.0,1.0,column,none,transpose,left,upper,unit,sgemm,gpu,clblas,S9150_14.50.2,1597.24
1496,1496,1496,0,0,0,0,0,0,1.0,1.0,column,none,transpose,left,upper,unit,sgemm,gpu,clblas,S9150_14.50.2,1231.96
1504,1504,1504,0,0,0,0,0,0,1.0,1.0,column,none,transpose,left,upper,unit,sgemm,gpu,clblas,S9150_14.50.2,2282.56
1512,1512,1512,0,0,0,0,0,0,1.0,1.0,column,none,transpose,left,upper,unit,sgemm,gpu,clblas,S9150_14.50.2,1217.88
1520,1520,1520,0,0,0,0,0,0,1.0,1.0,column,none,transpose,left,upper,unit,sgemm,gpu,clblas,S9150_14.50.2,1628.95
1528,1528,1528,0,0,0,0,0,0,1.0,1.0,column,none,transpose,left,upper,unit,sgemm,gpu,clblas,S9150_14.50.2,1216.91
1536,1536,1536,0,0,0,0,0,0,1.0,1.0,column,none,transpose,left,upper,unit,sgemm,gpu,clblas,S9150_14.50.2,3482.1
1544,1544,1544,0,0,0,0,0,0,1.0,1.0,column,none,transpose,left,upper,unit,sgemm,gpu,clblas,S9150_14.50.2,1453.66
1552,1552,1552,0,0,0,0,0,0,1.0,1.0,column,none,transpose,left,upper,unit,sgemm,gpu,clblas,S9150_14.50.2,1635.94
1560,1560,1560,0,0,0,0,0,0,1.0,1.0,column,none,transpose,left,upper,unit,sgemm,gpu,clblas,S9150_14.50.2,1440.58
